_,Id,CreatedDate,ProductLR__r,ProductLR__r.Url_Name__c,Petition_Type__c,Status,Petition_Details__r,Petition_Details__r.Content_Type__c,Petition_Details__r.Recommended_Category__c,Description,IsContentProfane__c,IsProfane__c,Category__c,Reason__c
[Case],500TV00000uEnLoYAK,2026-03-08T23:47:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,CyLx_SOU,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHDK5YAO,2026-03-09T17:02:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,knight2010_yu,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDFSWYA4,2026-03-08T07:32:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,KiKuNoSaTo,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uC0NVYA0,2026-03-07T20:13:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,20dbf7ce483d1e85,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uK2OxYAK,2026-03-10T11:32:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Ww_wW_WlW_Ww_wW,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKnIxYAK,2026-03-10T16:27:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Thurnis Haley♛,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE3SQYA0,2026-03-08T14:59:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,RKGK,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLGHfYAO,2026-03-10T17:26:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Енот-полускуф,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFyFCYA0,2026-03-09T10:39:40.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ItsReeyuu,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKbw1YAC,2026-03-10T14:03:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Jaqen Hagar,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHDzxYAG,2026-03-09T16:04:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,咪咪咪咪,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFJa6YAG,2026-03-09T02:58:41.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,@WIREDTALES,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHE4sYAG,2026-03-09T16:45:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,2EZ,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFyH7YAK,2026-03-09T09:46:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,愛情我選擇愛晴,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDQhKYAW,2026-03-08T08:59:42.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GRZ,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHEBLYA4,2026-03-09T16:40:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,nrm121nrm,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBroqYAC,2026-03-07T19:24:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,K1JEK,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJRFqYAO,2026-03-10T05:41:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,喷火龙,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uB3qUYAS,2026-03-07T10:41:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ñřğÞħµķ √,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFZtiYAG,2026-03-09T06:06:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,NUTS,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMUovYAG,2026-03-11T00:41:42.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,deep_and_dope,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBkQkYAK,2026-03-07T17:04:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,SRKO,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uC7gcYAC,2026-03-07T20:23:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,DM4B,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBrqTYAS,2026-03-07T18:31:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,後藤・モート・駿太,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDm1oYAC,2026-03-08T11:20:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,sjdwi,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE87CYAS,2026-03-08T15:51:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Approaching-ECS,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uD0BuYAK,2026-03-08T06:02:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,GekkoGaUtsukusi,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFyLTYA0,2026-03-09T08:30:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,老公是Gay怎么办,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFyLXYA0,2026-03-09T08:51:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,VKG,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHF0rYAG,2026-03-09T16:27:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,saltykidgoonerxd,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEcyAYAS,2026-03-08T21:15:28.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Foytek,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLfciYAC,2026-03-10T19:44:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Flector,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uD6lwYAC,2026-03-08T07:10:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,PDRN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFyOpYAK,2026-03-09T09:56:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,DED_PERDUN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uB9ONYA0,2026-03-07T12:45:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,東亞防禦倡議協議駐日懲戒軍馬槍手,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJuw4YAC,2026-03-10T09:41:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,aggie_run_19,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDQkWYAW,2026-03-08T08:36:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,TypShi,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEBRlYAO,2026-03-08T17:11:36.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,xNoaBunny,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMvSUYA0,2026-03-11T03:22:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Elarivers,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFJgSYAW,2026-03-09T01:59:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,PDRN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKCmfYAG,2026-03-10T13:44:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Gカップはたたない!,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLG06YAG,2026-03-10T18:35:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Rhdxz,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFJgdYAG,2026-03-09T04:36:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,blorpn,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHFVVYA4,2026-03-09T16:42:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Got-mam,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uL43hYAC,2026-03-10T17:35:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,tabi83nuko,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFa34YAC,2026-03-09T05:09:28.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,tommyskack1501,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEKDAYA4,2026-03-08T18:05:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,AOER-02 Production Model 2号機,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCZmoYAG,2026-03-08T02:31:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Don-CreeK_0,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEAybYAG,2026-03-08T16:29:27.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,RaidSmoke1,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEynHYAS,2026-03-08T23:44:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Morgqnn_,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEnWrYAK,2026-03-08T21:09:27.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,dekamaradao,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFyYKYA0,2026-03-09T08:31:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Abusing_R2-_,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMY7lYAG,2026-03-11T01:05:28.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,KCDQ_Rocco,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE5vmYAC,2026-03-08T16:51:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,GVN_Toshi,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJ67vYAC,2026-03-10T02:26:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,CP_FWEAK,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFJlPYAW,2026-03-09T02:31:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Ng0 3th4n,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBrqaYAC,2026-03-07T19:11:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,hideriyu0000,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEnX1YAK,2026-03-08T22:27:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,太った有馬貴将,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLf9lYAC,2026-03-10T20:24:41.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,3551495644,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBKJaYAO,2026-03-07T14:21:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,うんこ,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEd9XYAS,2026-03-08T21:18:28.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOON,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHGd5YAG,2026-03-09T16:48:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOON,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDQqtYAG,2026-03-08T08:10:43.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,GreatestBoxerOfThe21st,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE5vhYAC,2026-03-08T16:12:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,SVO,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHGhoYAG,2026-03-09T16:51:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,TPN Bolt322,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDmIAYA0,2026-03-08T13:25:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,OVB,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBNv1YAG,2026-03-07T15:42:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,肉味沢よしえ_Twitch,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uImaIYAS,2026-03-10T03:11:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,SockeyPoo,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHGt0YAG,2026-03-09T16:50:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,tyankuro,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uK7QHYA0,2026-03-10T12:44:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,YANS,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBuyAYAS,2026-03-07T19:31:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,RoCaMboLe,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHGwOYAW,2026-03-09T17:30:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Bishop,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBv1GYAS,2026-03-07T18:58:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,GSR250 Rider,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFJqQYAW,2026-03-09T04:12:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,mongolia_wtnb,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFygaYAC,2026-03-09T09:23:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,synoptic-mud7,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBUloYAG,2026-03-07T15:16:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,M-Krouli,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBUpKYAW,2026-03-07T16:02:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,TSB,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKeSYYA0,2026-03-10T15:17:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,あらぶるぶーさん,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHHR2YAO,2026-03-09T18:42:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,SMRF,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFaCmYAK,2026-03-09T05:50:27.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOON,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uC7tdYAC,2026-03-07T20:45:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOON,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLFFPYA4,2026-03-10T18:22:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,BlackManDontChea,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBLFeYAO,2026-03-07T15:40:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,qqqqppppp346,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDQu5YAG,2026-03-08T08:08:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,も～絶対PAD！こいつ絶対コントローラー！,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uED6wYAG,2026-03-08T16:46:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,叁点,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDmLOYA0,2026-03-08T14:12:31.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,拔出来再表白好吗,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJbjcYAC,2026-03-10T06:23:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Silverberrynoir,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMOICYA4,2026-03-11T02:03:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Knockout7724,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEdCgYAK,2026-03-08T22:11:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,saquonmyking,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uM3thYAC,2026-03-10T21:56:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ttv slayer8332,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMY6IYAW,2026-03-11T00:59:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,TTVG,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJbi1YAC,2026-03-10T06:36:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,PDRN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBIkcYAG,2026-03-07T12:23:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,爱喝合费水的小曰子,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCHxsYAG,2026-03-07T23:59:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,certifiedreaper-,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDFh5YAG,2026-03-08T08:04:27.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,EBAL,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDQviYAG,2026-03-08T08:10:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ZGMF-X10A,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFymuYAC,2026-03-09T08:44:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,阿部ヒートシールド,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uESYzYAO,2026-03-08T19:46:27.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,CBO,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFJvAYAW,2026-03-09T02:44:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ure4san_Twitch,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBQq9YAG,2026-03-07T13:35:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Maka Baka,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKM7OYAW,2026-03-10T12:51:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Ugly-Old-Man,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKCheYAG,2026-03-10T13:19:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,え。君わPAD~??,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFaT3YAK,2026-03-09T06:29:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,MajinBuuda,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMUlsYAG,2026-03-11T01:49:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,lx_6xx_xl,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uB35vYAC,2026-03-07T11:29:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,BNUG,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJbYdYAK,2026-03-10T07:34:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,black_fox1001,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uHIy4YAG,2026-03-09T16:22:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,G7没了双发能要我的G8吗,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCshRYAS,2026-03-08T07:06:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,DEAD,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJbYYYA0,2026-03-10T07:00:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,雑魚プレイヤーの皆さん笑,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFaUmYAK,2026-03-09T05:30:27.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,HAVOC Xoyo,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCI5vYAG,2026-03-07T23:19:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,CFEL,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKH37YAG,2026-03-10T14:15:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,aopipi88,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBcJmYAK,2026-03-07T16:33:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,balbes,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uESaTYAW,2026-03-08T18:47:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,GoldLeafFN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJbYTYA0,2026-03-10T06:48:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,FYC_McGuffin,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE3RDYA0,2026-03-08T17:33:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,komotaku777,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uL3kWYAS,2026-03-10T17:09:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,meisouya YT＆Twitch,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
